black.py:28:syms = pygram.python_symbols
black.py:29:FileContent = str
black.py:35:LN = Union[Leaf, Node]
black.py:36:out = partial(click.secho, bold=True, err=True)
black.py:37:err = partial(click.secho, fg='red', err=True)
black.py:290:GRAMMARS = [
black.py:332:T = TypeVar('T')
black.py:396:WHITESPACE = {token.DEDENT, token.INDENT, token.NEWLINE}
black.py:398:STATEMENT = {
black.py:408:STANDALONE_COMMENT = 153
black.py:410:COMPARATORS = {
black.py:433:COMPREHENSION_PRIORITY = 20
black.py:434:COMMA_PRIORITY = 10
black.py:1075:BRACKET = {token.LPAR: token.RPAR, token.LSQB: token.RSQB, token.LBRACE: token.RBRACE}
black.py:1076:OPENING_BRACKETS = set(BRACKET.keys())
black.py:1077:CLOSING_BRACKETS = set(BRACKET.values())
black.py:1079:ALWAYS_NO_SPACE = CLOSING_BRACKETS | {token.COMMA, STANDALONE_COMMENT}
black.py:1900:if __name__ == '__main__':
tests/test_black.py:15:ll = 88
tests/test_black.py:17:fs = partial(black.format_str, line_length=ll)
tests/test_black.py:18:THIS_FILE = Path(__file__)
tests/test_black.py:20:EMPTY_LINE = '# EMPTY LINE WITH WHITESPACE' + ' (this comment will be removed)'
tests/test_black.py:328:if __name__ == '__main__':
tests/test_black.py:154:    def test_comments3(self) -> None:
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1686:    for n in node.pre_order():
black.py:1687:        if n.type == token.STRING:
black.py:1:#!/usr/bin/env python3
black.py:1692:        elif (
black.py:1701:    return False
black.py:276:    py36 = is_python36(src_node)
black.py:277:    empty_line = Line()
black.py:278:    after = 0
black.py:928:    def visit(self, node: LN) -> Iterator[Line]:
black.py:933:        if isinstance(self.current_line, UnformattedLines):
black.py:938:            yield from super().visit(node)
black.py:338:    def visit(self, node: LN) -> Iterator[T]:
black.py:348:        if node.type < 256:
black.py:351:            name = type_repr(node.type)
black.py:351:            name = type_repr(node.type)
black.py:940:    def visit_default(self, node: LN) -> Iterator[Line]:
black.py:942:        if isinstance(node, Leaf):
black.py:354:    def visit_default(self, node: LN) -> Iterator[T]:
black.py:356:        if isinstance(node, Node):
black.py:357:            for child in node.children:
black.py:928:    def visit(self, node: LN) -> Iterator[Line]:
black.py:933:        if isinstance(self.current_line, UnformattedLines):
black.py:938:            yield from super().visit(node)
black.py:338:    def visit(self, node: LN) -> Iterator[T]:
black.py:348:        if node.type < 256:
black.py:351:            name = type_repr(node.type)
black.py:351:            name = type_repr(node.type)
black.py:989:    def visit_stmt(self, node: Node, keywords: Set[str]) -> Iterator[Line]:
black.py:998:        for child in node.children:
black.py:999:            if child.type == token.NAME and child.value in keywords:  # type: ignore
black.py:909:    def line(self, indent: int = 0, type: Type[Line] = Line) -> Iterator[Line]:
black.py:917:        if not self.current_line:
black.py:759:    def __bool__(self) -> bool:
black.py:761:        return bool(self.leaves or self.comments)
black.py:918:            if self.current_line.__class__ == type:
black.py:919:                self.current_line.depth += indent
black.py:922:            return  # Line is empty, don't emit. Creating a new one unnecessary.
black.py:928:    def visit(self, node: LN) -> Iterator[Line]:
black.py:933:        if isinstance(self.current_line, UnformattedLines):
black.py:938:            yield from super().visit(node)
black.py:338:    def visit(self, node: LN) -> Iterator[T]:
black.py:348:        if node.type < 256:
black.py:349:            name = token.tok_name[node.type]
black.py:940:    def visit_default(self, node: LN) -> Iterator[Line]:
black.py:942:        if isinstance(node, Leaf):
black.py:505:    def any_open_brackets(self) -> bool:
black.py:507:        return bool(self.bracket_match)
black.py:943:            any_open_brackets = self.current_line.bracket_tracker.any_open_brackets()
black.py:944:            try:
black.py:1358:def generate_comments(leaf: Leaf) -> Iterator[Leaf]:
black.py:1377:    p = leaf.prefix
black.py:1378:    if not p:
black.py:1379:        return
black.py:1:#!/usr/bin/env python3
black.py:973:                normalize_prefix(node, inside_brackets=any_open_brackets)
black.py:1661:def normalize_prefix(leaf: Leaf, *, inside_brackets: bool) -> None:
black.py:1667:    if not inside_brackets:
black.py:1668:        spl = leaf.prefix.split('#')
black.py:1669:        if '\\' not in spl[0]:
black.py:1670:            nl_count = spl[-1].count('\n')
black.py:1671:            if len(spl) > 1:
black.py:1673:            leaf.prefix = '\n' * nl_count
black.py:1674:            return
black.py:974:                if node.type not in WHITESPACE:
black.py:975:                    self.current_line.append(node)
black.py:529:    def append(self, leaf: Leaf, preformatted: bool = False) -> None:
